title,address,link,Word
Cabinet Vétérinaire Rochat Les Charbonnières,"Route de la Gare 4, 1343 Les Charbonnières",https://www.local.ch/fr/d/les-charbonnieres/1343/cabinet-veterinaire-rochat-les-charbonnieres-i4U4mkB9SnK60MfCIm2CLQ,Cabinet vétérinaire
Cabinet vétérinaire Vet.Avenir Nyon,"Impasse du Reposoir 1, 1260 Nyon",https://www.local.ch/fr/d/nyon/1260/cabinet-veterinaire-vet-avenir-nyon-KSpzkfr1y8CAb6k7yWR8Ng,Cabinet vétérinaire
Cabinet Vétérinaire Vetanimo SA,"Rue des Remparts 4, 1422 Grandson",https://www.local.ch/fr/d/grandson/1422/veterinaire/cabinet-veterinaire-vetanimo-sa-6eUj3w2V6PuH30phcw20dQ,Cabinet vétérinaire
LNA Cabinet Vétérinaire Sàrl,"Chemin du Dèvin 4, 1681 Billens",https://www.local.ch/fr/d/billens/1681/lna-cabinet-veterinaire-sarl-niqhI10A8qka5lAHFq6jDQ,Cabinet vétérinaire
My Vet Cabinet Vétérinaire SA,"chemin de la biole 5, 1860 Aigle",https://www.local.ch/fr/d/aigle/1860/my-vet-cabinet-veterinaire-sa-mJ6tfRdOwxsMTn4UJWcaGw,Cabinet vétérinaire
My Vet Cabinet Vétérinaire Sàrl,"Chemin de la Biole 5, 1860 Aigle",https://www.local.ch/fr/d/aigle/1860/veterinaire/my-vet-cabinet-veterinaire-sarl-i6RsCzYPPcbxd42b-rqXDg,Cabinet vétérinaire
VetVal Cabinet Vétérinaire,"Place Croix-Blanche 11, 1066 Epalinges",https://www.local.ch/fr/d/epalinges/1066/vetval-cabinet-veterinaire-bapI5Qu6OvGMQCFr5rJucQ,Cabinet vétérinaire
Zéphyr Cabinet Vétérinaire Sàrl,"Route de Chippis 73, 3966 Chalais",https://www.local.ch/fr/d/chalais/3966/zephyr-cabinet-veterinaire-sarl-R8kj9X36Zd8kzjJOak2zGQ,Cabinet vétérinaire
Zéphyr Cabinet Vétérinaire Sàrl,"Rond-Point-Paradis 15, 3960 Sierre",https://www.local.ch/fr/d/sierre/3960/zephyr-cabinet-veterinaire-sarl-DZBOioT4igG3nuswsRoX2Q,Cabinet vétérinaire
Cabinet Vétérinaire de Mont-su,"Chemin de la Capite 9, 1185 Mont-sur-Rolle",https://www.local.ch/fr/d/mont-sur-rolle/1185/cabinet-veterinaire-de-mont-su-LVCcxxwDvCYh22gbMJdLZg,Cabinet vétérinaire
Cabinet d' Ostéopathie Vétérinaire Dr.Mireille Piguet,"Avenue de Taillecou 1, 1162 St-Prex",https://www.local.ch/fr/d/st-prex/1162/veterinaire/cabinet-d-osteopathie-veterinaire-dr-mireille-piguet-NXTpEPARSnVkA1RweisUzQ,Cabinet vétérinaire
Cortavet Sàrl,"Petit-Cortaillod 33, 2016 Cortaillod",https://www.local.ch/fr/d/cortaillod/2016/veterinaire/cortavet-sarl-ONF_81GN7Lmelw_a_hv8SQ,Cabinet vétérinaire
Vets 4 Life Sàrl,"Avenue de la Poste 16, 1020 Renens VD",https://www.local.ch/fr/d/renens-vd/1020/veterinaire/vets-4-life-sarl-9eCazqTK3-diCRFGhdOGFw,Cabinet vétérinaire
VetOasis Sàrl,"Chemin de Planeyse 7, 2013 Colombier NE",https://www.local.ch/fr/d/colombier-ne/2013/veterinaire/vetoasis-sarl-CO-6mkQ2OPpHTGz2owlK7g,Cabinet vétérinaire
Krebs Vétérinaires SA,"Ferme La Tuilière 1, 1073 Mollie-Margot",https://www.local.ch/fr/d/mollie-margot/1073/veterinaire/krebs-veterinaires-sa-4qUj1p2pECla1X__MpK7Zg,Cabinet vétérinaire
Adrovet SA,"Rue de Neuchâtel 6, 2034 Peseux",https://www.local.ch/fr/d/peseux/2034/veterinaire/adrovet-sa-RhRWMt53KVxG2meuwSpqrQ,Cabinet vétérinaire
Besse Anne-Françoise,"Rue du Léman 35, 1920 Martigny",https://www.local.ch/fr/d/martigny/1920/veterinaire/besse-anne-francoise-Pt8BNKJ1FWVcGBn9h_GJ7g,Cabinet vétérinaire
AJOVET Sàrl,"Chemin de Mavaloz 14, 2900 Porrentruy",https://www.local.ch/fr/d/porrentruy/2900/veterinaire/ajovet-sarl-rlhmKac66s_uaBXLCG1kdA,Cabinet vétérinaire
Dr méd. vét. Armbrust Wolfgang,"Av. des Champs-Montants 16A, 2074 Marin-Epagnier",https://www.local.ch/fr/d/marin-epagnier/2074/veterinaire/dr-med-vet-armbrust-wolfgang-2lsIQ6LjwDskS5vjGb7yIw,Cabinet vétérinaire
Muller Benjamin,"Avenue de Chailly 12, 1012 Lausanne",https://www.local.ch/fr/d/lausanne/1012/veterinaire/muller-benjamin-As6HJ856L0Uq5ZP67Po84A,Cabinet vétérinaire
Vetonet Sàrl,"Le Voisinage 5, 2316 Les Ponts-de-Martel",https://www.local.ch/fr/d/les-ponts-de-martel/2316/veterinaire/vetonet-sarl-oCbkdZ94Egt2RgjlGDJ8BQ,Cabinet vétérinaire
Bosshart Marc-Antoine,"Rue des Sources 10, 1205 Genève",https://www.local.ch/fr/d/geneve/1205/veterinaire/bosshart-marc-antoine-Vz4IFzBVOyDtHL_TsW2b4A,Cabinet vétérinaire
CityVet,"Route de Cossonay 11, 1008 Prilly",https://www.local.ch/fr/d/prilly/1008/veterinaire/cityvet-FKSsh7hm74yrvGqGH5CT7w,Cabinet vétérinaire
Gauderon Isabelle,"Route de la Glâne 107, 1752 Villars-sur-Glâne",https://www.local.ch/fr/d/villars-sur-glane/1752/veterinaire/gauderon-isabelle-vyDlu7xTrJVrp7mjyllBMQ,Cabinet vétérinaire
Gianoli Nicola,"Route du Boiron 1, 1260 Nyon",https://www.local.ch/fr/d/nyon/1260/veterinaire/gianoli-nicola-WZnlsu-H9TK6mZaSoyor0w,Cabinet vétérinaire
Otten Nathalie,"Chemin des Cours 5, 1630 Bulle",https://www.local.ch/fr/d/bulle/1630/veterinaire/otten-nathalie-jjNjr9K1fMl60xZMJfPa-g,Cabinet vétérinaire
Dr Pilloud Thomas et Caroline,"Chemin de Biolet 12, 2043 Boudevilliers",https://www.local.ch/fr/d/boudevilliers/2043/veterinaire/dr-pilloud-thomas-et-caroline-EG1ZOviMutDa4bBvqmHwRg,Cabinet vétérinaire
Torres Garcia Alejandro,"Route des Acacias 18, 1227 Les Acacias",https://www.local.ch/fr/d/les-acacias/1227/veterinaire/torres-garcia-alejandro-fUnxCCt3e9MwyfVSJ_vCCQ,Cabinet vétérinaire
Vanat Isabelle,"Route du Boiron 1, 1260 Nyon",https://www.local.ch/fr/d/nyon/1260/veterinaire/vanat-isabelle-rC1yMzeWJto57KhASJQbew,Cabinet vétérinaire
Amivet Sàrl,"Avenue de Longueville 2, 2013 Colombier NE",https://www.local.ch/fr/d/rue-haute-2013-colombier-ne/2013/veterinaire/amivet-sarl-y3MG5LA64sYd3j6eyiUmAA,Cabinet vétérinaire
Dr. med. vet. Bentivoglio Filippo,"Wolfganghof 15B, 9014 Saint-Gall",https://www.local.ch/fr/d/saint-gall/9014/veterinaire/dr-med-vet-bentivoglio-filippo-ORwwGEi7hqSXq4dWG-Uf2g,Cabinet vétérinaire
Kleintierpraxis Ruge,"Bergstrasse 35A, 8962 Bergdietikon",https://www.local.ch/fr/d/bergdietikon/8962/veterinaire/kleintierpraxis-ruge-YxTJQQ8NdfwpsyqJaqJZBg,Cabinet vétérinaire
Tierarztpraxis Längenberg AG,"Grabenstrasse 2, 3132 Riggisberg",https://www.local.ch/fr/d/riggisberg/3132/veterinaire/tierarztpraxis-laengenberg-ag-uvOxfMe1Ggx-CpeSKI9XNg,Cabinet vétérinaire
Tierarztpraxis Muhen AG,"Hauptstrasse 51, 5037 Muhen",https://www.local.ch/fr/d/muhen/5037/homeopathie-hors-rubrique-medecins/tierarztpraxis-muhen-ag-SqwQpdY-c2uK8Jhpo0zGgA,Cabinet vétérinaire
Les Vétérinaires de Veyrier,"Chemin Sous-Balme 10b, 1255 Veyrier",https://www.local.ch/fr/d/veyrier/1255/veterinaire/les-veterinaires-de-veyrier-c2eCz0j2RnYRvznSWkfr9A,Cabinet vétérinaire
Gremaud Christophe,"Champ-Riond 12, 1646 Echarlens",https://www.local.ch/fr/d/echarlens/1646/veterinaire/gremaud-christophe-XXpU94nHrqh0mQIDA5cnLA,Cabinet vétérinaire
Holivet SA,"Industriestrasse 37C, 2555 Brügg BE",https://www.local.ch/fr/d/bruegg-be/2555/veterinaire/holivet-sa-yfZTE-4GpBpaMct-gLxQkg,Cabinet vétérinaire
Berger Alain,"Rue Jolimont 19a, 2800 Delémont",https://www.local.ch/fr/d/delemont/2800/veterinaire/berger-alain-1dtx8xTpDQbMjtalhnzskA,Cabinet vétérinaire
Dr méd. vét. Uebersax Wolfgang,"Chemin de l'Argile 3, 1293 Bellevue",https://www.local.ch/fr/d/bellevue/1293/veterinaire/dr-med-vet-uebersax-wolfgang-Qb_FolLfbfnduuIrZZUoaw,Cabinet vétérinaire
VetJ Sàrl,"Route de Romont 3, 2537 Vauffelin",https://www.local.ch/fr/d/vauffelin/2537/veterinaire/vetj-sarl-MVXrla5q-perdoJk2uWcLA,Cabinet vétérinaire
Dr. med. Wiedermann Jens,"Chemin des Prés du Ruz 10A, 1580 Avenches",https://www.local.ch/fr/d/avenches/1580/veterinaire/dr-med-wiedermann-jens-teA9hdNmtre8rBLJ68Ahuw,Cabinet vétérinaire
Azelie Alexandre,"Rue du Parc 68, 2300 La Chaux-de-Fonds",https://www.local.ch/fr/d/la-chaux-de-fonds/2300/veterinaire/azelie-alexandre-Zv3Ejnfq506m8nwhEXgugw,Cabinet vétérinaire
Allainevet Sàrl,"Côte Champ Françon 5, 2942 Alle",https://www.local.ch/fr/d/alle/2942/veterinaire/allainevet-sarl-b12e_CtC1zAeG4A0UQvVRQ,Cabinet vétérinaire
Daves Christine,"Chemin du Milieu 50, 1920 Martigny",https://www.local.ch/fr/d/martigny/1920/veterinaire/daves-christine-u4oxO4FIkl_mgHX0aMfeuQ,Cabinet vétérinaire
Joëlle Gertsch,"Avenue Paul-Cérésole 24, 1800 Vevey",https://www.local.ch/fr/d/vevey/1800/osteopathie-pour-animaux/joelle-gertsch-267KG4hLbFsq-2nc4Vycnw,Cabinet vétérinaire
Dr. med. vet. Keller Bettina,"Schützenhausstrasse 3, 8610 Uster",https://www.local.ch/fr/d/uster/8610/veterinaire/dr-med-vet-keller-bettina-YfqFsDSBoyPqsPi1H_Oc4w,Cabinet vétérinaire
Tierarztpraxis ARCHE AG,"Kirchstrasse 7, 3952 La Souste",https://www.local.ch/fr/d/la-souste/3952/veterinaire/tierarztpraxis-arche-ag-O3wj1uyFBD1SvGBZSp5RBg,Cabinet vétérinaire
Vetosteo Serroue Nathalie Leuba,"Serroue 3, 2037 Montmollin",https://www.local.ch/fr/d/montmollin/2037/osteopathie-pour-animaux/vetosteo-serroue-nathalie-leuba-No5NO37930x0KZqvb8Byxw,Cabinet vétérinaire
VetQi acupuncture vétérinaire,"Route de la Comba 36, 1484 Aumont",https://www.local.ch/fr/d/aumont/1484/veterinaire/vetqi-acupuncture-veterinaire-7kouaqhp0bK06YpzoemlXg,Cabinet vétérinaire
VetSud Sàrl,"Chemin de la Praille 33, 1920 Martigny",https://www.local.ch/fr/d/martigny/1920/veterinaire/vetsud-sarl-fEccM1BlfC0BXEhpNFxB5A,Cabinet vétérinaire
Vétérinaire Au-Petit-Chat,"Rue du Stade 100, 1926 Fully",https://www.local.ch/fr/d/fully/1926/veterinaire/veterinaire-au-petit-chat-rvqta_NoVy6EnywI0580Yg,Cabinet vétérinaire
Dr méd. vét. Butty Dominique,"Chemin des Eperleires 38, 1685 Villariaz",https://www.local.ch/fr/d/villariaz/1685/veterinaire/dr-med-vet-butty-dominique-qEsL0GgS8Ds452_PcaYzlw,Cabinet vétérinaire
Vetmidi Etoy,"Route de Buchillon 1, 1163 Etoy",https://www.local.ch/fr/d/etoy/1163/veterinaire/vetmidi-etoy-Ve0A4EfgVZxhbEIuJhNQ6A,Cabinet vétérinaire
Dr méd. vét. Butty-Favre Brigitte-C.,"Chemin des Eperleires 38, 1685 Villariaz",https://www.local.ch/fr/d/villariaz/1685/veterinaire/dr-med-vet-butty-favre-brigitte-c-xTTa-zBwJndbUHdGM9tEVQ,Cabinet vétérinaire
Dr méd. vét. Pillonel Colette,"Merlachfeld 215, 3280 Morat",https://www.local.ch/fr/d/morat/3280/veterinaire/dr-med-vet-pillonel-colette-o0ZX4xeDSra40spDfmFqsg,Cabinet vétérinaire
Cabinet de Prévention Vétérinaire - CPVet Sàrl,"Rue de Couvaloup 16, 1110 Morges",https://www.local.ch/fr/d/morges/1110/cabinet-de-prevention-veterinaire-cpvet-sarl-a6BTuDEwAYwASeiSL9ubCg,Cabinet vétérinaire
Dayer Geneviève,"Rue des Sources 10, 1205 Genève",https://www.local.ch/fr/d/geneve/1205/homeopathie-hors-rubrique-medecins/dayer-genevieve-QQ3uuRFFIBrWbyJ3F1Fpeg,Cabinet vétérinaire
Dufour Christian,"Rue des Sommêtres 8, 2340 Le Noirmont",https://www.local.ch/fr/d/le-noirmont/2340/dufour-christian-CzP4LmPujNJVxzLMU1LKiA,Cabinet vétérinaire
Pache Valentine,"Rue du Midi 21, 1400 Yverdon-les-Bains",https://www.local.ch/fr/d/yverdon-les-bains/1400/pache-valentine-riDhjLPOl8wDUrULBf0j9A,Cabinet vétérinaire
Dr Parvis Ann,"Rue du Midi 21, 1400 Yverdon-les-Bains",https://www.local.ch/fr/d/yverdon-les-bains/1400/dr-parvis-ann-s8Nw80lrQgIYlMN9hkAtAA,Cabinet vétérinaire
Perrenoud Jean-Luc,"Route du Verney 5A, 1070 Puidoux",https://www.local.ch/fr/d/puidoux/1070/perrenoud-jean-luc-w97WwR1v2UemK8oRZIpPag,Cabinet vétérinaire
Melis Hundetherapie,"Holzensteinerstrasse 12, 8590 Romanshorn",https://www.local.ch/fr/d/romanshorn/8590/physiotherapie-canine/melis-hundetherapie-2SfFUh9z4tWLUxmPf9WXZw,Cabinet vétérinaire
Ritter Corinne,"Rue de Villereuse 7, 1207 Genève",https://www.local.ch/fr/d/geneve/1207/ritter-corinne-icYI0I4DXF6WbxuGrHmFvQ,Cabinet vétérinaire
Amberger Christophe,"Rue de la Servette 96, 1202 Genève",https://www.local.ch/fr/d/geneve/1202/amberger-christophe-M76FGnCCW2PgZmCZ5abLzw,Cabinet vétérinaire
Casellini Martine,"Chemin de la Caroline 18A, 1213 Petit-Lancy",https://www.local.ch/fr/d/petit-lancy/1213/casellini-martine-lrvgmTp9Xrfsl8nIJR4tgw,Cabinet vétérinaire
Frei Perrin Danielle,"Chemin du Chêne 1, 1112 Echichens",https://www.local.ch/fr/d/echichens/1112/frei-perrin-danielle-FrNoUvAuRAvS_hoU3XCvfQ,Cabinet vétérinaire
Ianni Ottavio,"Avenue Victor-Ruffy 52, 1012 Lausanne",https://www.local.ch/fr/d/lausanne/1012/ianni-ottavio-lGYgDsZfb0fRX2uRAYGVKg,Cabinet vétérinaire
Piguet Mireille,"Avenue de Taillecou 1, 1162 St-Prex",https://www.local.ch/fr/d/st-prex/1162/piguet-mireille-9Mj3suEhsfkbaK1IbZo5SA,Cabinet vétérinaire
Porchet Marie-José et Gottlieberova Elena,"Rue de Chêne-Bougeries 31, 1224 Chêne-Bougeries",https://www.local.ch/fr/d/chene-bougeries/1224/porchet-marie-jose-et-gottlieberova-elena-o0xJqNWQHibl_2mMTkPMVw,Cabinet vétérinaire
Yaël Flach - Yaël Kinésiologie Conscient Subconscient,"Rue du Battoir 12, 1515 Neyruz-sur-Moudon",https://www.local.ch/fr/d/neyruz-sur-moudon/1515/kinesiologie/yael-flach-yael-kinesiologie-conscient-subconscient-1Y6Lxr7qn9poWgAChS4upQ,Cabinet vétérinaire
Thomet Martial,"Rue en Chemon 6, 1436 Chamblon",https://www.local.ch/fr/d/chamblon/1436/thomet-martial-xji4BMuhmCMo7ifzDW2utQ,Cabinet vétérinaire
Baud Pierre-Alain,"Rue de Moillebeau 42, 1209 Genève",https://www.local.ch/fr/d/geneve/1209/animaux-conseils-en-psychologie/baud-pierre-alain-31_6XRN26qSvaqJ1BwqiAw,Cabinet vétérinaire
Kleintierpraxis Isenegger,"Hackenrüti 3, 6110 Wolhusen",https://www.local.ch/fr/d/wolhusen/6110/veterinaire/kleintierpraxis-isenegger-dGHfwn2gwDYyKwcvRz16pQ,Vétérinaire
laboRvet AG,"Wiggermatte 16, 6260 Mehlsecken",https://www.local.ch/fr/d/mehlsecken/6260/laboratoire/laborvet-ag-9lH410r4sks8CXniaBaoog,Vétérinaire
Kleintierpraxis HallMa AG,"Oberdorfstrasse 4, 5706 Boniswil",https://www.local.ch/fr/d/boniswil/5706/veterinaire/kleintierpraxis-hallma-ag-tIjchkfiSC2UMZtNpMrA7w,Vétérinaire
Gross- und Kleintierpraxis Niederteufen AG,"Rütihofstrasse 1, 9052 Niederteufen",https://www.local.ch/fr/d/niederteufen/9052/veterinaire/gross-und-kleintierpraxis-niederteufen-ag-uL5GaeHu0SjR3KSgoc81Jg,Vétérinaire
dr. Mazzi Michele,"Via Luigi Lavizzari 10A, 6600 Locarno",https://www.local.ch/fr/d/locarno/6600/veterinaire/dr-mazzi-michele-85WqmbEIyTcQdKLbhxq_bw,Vétérinaire
Tierarztpraxis Opher Berger AG,"Schorenstrasse 11A, 5734 Reinach AG",https://www.local.ch/fr/d/reinach-ag/5734/veterinaire/tierarztpraxis-opher-berger-ag-6Y67cj78D49aqhGWYF0OAQ,Vétérinaire
Tierarztpraxis Stadthof,"Stadthof 9, 3380 Wangen an der Aare",https://www.local.ch/fr/d/wangen-an-der-aare/3380/veterinaire/tierarztpraxis-stadthof-eLYFjdE7kgTrqcy1RH3-BQ,Vétérinaire
Hundesalon Toxi Horgen,"Tödistrasse 51, 8810 Horgen",https://www.local.ch/fr/d/horgen/8810/articles-et-salons-pour-chiens/hundesalon-toxi-horgen-eZ53CseUBiR4fz929hUOiQ,Vétérinaire
Kleintierpraxis Lindengarten,"Lindengartenstrasse 14, 8302 Kloten",https://www.local.ch/fr/d/kloten/8302/veterinaire/kleintierpraxis-lindengarten-dB9nhb7zoD4gOrSgo8QbYQ,Vétérinaire
Tierärztliche Gemeinschaftspraxis Lindenmatte AG,"Zeughausstrasse 2A, 3714 Frutigen",https://www.local.ch/fr/d/frutigen/3714/veterinaire/tieraerztliche-gemeinschaftspraxis-lindenmatte-ag-kXKIwIx6m6n26yV4PZABfw,Vétérinaire
Tierarztpraxis Rohner AG,"Seeblerstrasse 5, 8172 Niederglatt ZH",https://www.local.ch/fr/d/niederglatt-zh/8172/veterinaire/tierarztpraxis-rohner-ag-JODDhWMEXWiH2_WwxP1ykw,Vétérinaire
Tierarztpraxis Bruno Lötscher,"Ländteweg 5, 3855 Brienz BE",https://www.local.ch/fr/d/brienz-be/3855/veterinaire/tierarztpraxis-bruno-loetscher-HPuygu-tnrAI8YJql5ZAqw,Vétérinaire
Mobivet,"Route du Marchairuz 32, 1188 St-George",https://www.local.ch/fr/d/st-george/1188/veterinaire/mobivet-QpIr_O5H7Pwm8RTPfUjmXQ,Vétérinaire
Kleintierpraxis Rapp,"Mühlegasse 4, 8902 Urdorf",https://www.local.ch/fr/d/urdorf/8902/veterinaire/kleintierpraxis-rapp-bkXwC3H3q1US0xGbprVfFA,Vétérinaire
Anisano Tierarztpraxis,"Alpwegern 1, 3860 Meiringen",https://www.local.ch/fr/d/meiringen/3860/veterinaire/anisano-tierarztpraxis-YKU2XOnnipoYagseVb9uYQ,Vétérinaire
Kleintierpraxis Vincenz AG,"Wasserfallenweg 4A, 5417 Untersiggenthal",https://www.local.ch/fr/d/untersiggenthal/5417/veterinaire/kleintierpraxis-vincenz-ag-nvCl7YxZOxMWDmFLoG7F5Q,Vétérinaire
Dr méd. Ischer Karin,"Chemin En Pont-Trembley 7, 1271 Givrins",https://www.local.ch/fr/d/givrins/1271/veterinaire/dr-med-ischer-karin-BVkggWIxNm3zC3NHzE2TfQ,Vétérinaire
Tierarztpraxis BeoVet AG,"Hauptstrasse 37, 3800 Matten b. Interlaken",https://www.local.ch/fr/d/metzgergasse-3800-matten-b-interlaken/3800/veterinaire/tierarztpraxis-beovet-ag-51Eymuf4vHU5uXjkpWyIow,Vétérinaire
Kleintierpraxis Rüedi AG,"Hirsriedweg 3, 3177 Laupen BE",https://www.local.ch/fr/d/laupen-be/3177/veterinaire/kleintierpraxis-rueedi-ag-49Zd5F-CdLD8T5oaTGaCkw,Vétérinaire
Kleintierpraxis Gerliswil AG,"Haldenstrasse 13, 6020 Emmenbrücke",https://www.local.ch/fr/d/emmenbruecke/6020/veterinaire/kleintierpraxis-gerliswil-ag-biYY2xM-sr1R2v-3qqAv7A,Vétérinaire
Tierarztpraxis rundumXund,"Churerstrasse 16, 8852 Altendorf",https://www.local.ch/fr/d/altendorf/8852/veterinaire/tierarztpraxis-rundumxund-B4l6GDy5fydbFCWUsoMPRw,Vétérinaire
kompleTIER AG,"Underfeldstrasse 29, 3314 Schalunen",https://www.local.ch/fr/d/schalunen/3314/veterinaire/kompletier-ag-lQBJtFkj9OWH_lxy3_4NnQ,Vétérinaire
"Kleintierpraxis Breitibach, Claudia Hälg","Ringstrasse 26, 8600 Dübendorf",https://www.local.ch/fr/d/duebendorf/8600/veterinaire/kleintierpraxis-breitibach-claudia-haelg-BzvOhxwwIc5X6rrBbQ07vg,Vétérinaire
Kleintierpraxis am See Murten GmbH,"Merlachfeld 215, 3280 Morat",https://www.local.ch/fr/d/morat/3280/veterinaire/kleintierpraxis-am-see-murten-gmbh-A85SvdDapeuCTEZzxZfDoA,Vétérinaire
Tierarztpraxis Bucher AG,"Bernstrasse 158, 4852 Rothrist",https://www.local.ch/fr/d/rothrist/4852/veterinaire/tierarztpraxis-bucher-ag-nA6FR3kmRk74EkBshrZqsw,Vétérinaire
Marigin Tierarztpraxis Farnenbüel,"Farnenbüel 4, 8733 Eschenbach SG",https://www.local.ch/fr/d/eschenbach-sg/8733/veterinaire/marigin-tierarztpraxis-farnenbueel-w_5GuyLT3EzXh8dcP3yG1g,Vétérinaire
Tierarztpraxis Trachsel GmbH,"Schulhausstrasse 23, 1713 Saint-Antoine",https://www.local.ch/fr/d/saint-antoine/1713/veterinaire/tierarztpraxis-trachsel-gmbh-Gq--0AVU1gKxIIzhB1IKCw,Vétérinaire
Dr. med. vet. Frey Artur,"Jungfraustrasse 8, 3613 Steffisburg",https://www.local.ch/fr/d/steffisburg/3613/veterinaire/dr-med-vet-frey-artur-dqqNshQzpRfz4__pw1enpA,Vétérinaire
Pinto de Magalhaes Eduardo,1206 Genève,https://www.local.ch/fr/d/geneve/1206/veterinaire/pinto-de-magalhaes-eduardo-ASV-3ukfRhiX1MAeBcYdkw,Vétérinaire
Kleintierpraxis am Bahnhof,"Tannstrasse 55, 8307 Effretikon",https://www.local.ch/fr/d/effretikon/8307/veterinaire/kleintierpraxis-am-bahnhof-dLcCfRthFZR0JaK-MvpXlw,Vétérinaire
Kleintierpraxis Dr. med. vet. Marianne Schmid,"Morgentalstrasse 17, 8355 Aadorf",https://www.local.ch/fr/d/aadorf/8355/veterinaire/kleintierpraxis-dr-med-vet-marianne-schmid-X1ECE-ALOVHBn3GsFKQ3hQ,Vétérinaire
Tierarztpraxis Ritzberger,"Kantonsstrasse 60A, 8864 Reichenburg",https://www.local.ch/fr/d/reichenburg/8864/veterinaire/tierarztpraxis-ritzberger-4I6g0nCUUii5XR5_brwsxA,Vétérinaire
Kleintierpraxis Dr. Dittus,"Bollstrasse 7, 8405 Winterthour",https://www.local.ch/fr/d/winterthour/8405/veterinaire/kleintierpraxis-dr-dittus-rII7l2KX_-bjgW5r-esJ4Q,Vétérinaire
Dr. med. vet. Puhl Silvia,8483 Kollbrunn,https://www.local.ch/fr/d/kollbrunn/8483/veterinaire/dr-med-vet-puhl-silvia-ZXXIp9ZNdGoTJf92982UeQ,Vétérinaire
Tierarztpraxis Marwees AG,"Mettlenstrasse 10, 9050 Appenzell",https://www.local.ch/fr/d/appenzell/9050/veterinaire/tierarztpraxis-marwees-ag-JAJE4d6MbwtRTas1ypPrzw,Vétérinaire
Kleintierpraxis Lindenhof,"Kreuzlingerstrasse 30, 8590 Romanshorn",https://www.local.ch/fr/d/romanshorn/8590/veterinaire/kleintierpraxis-lindenhof-KJwow9oWgvQn4LSXPyWoWw,Vétérinaire
Tierarztpraxis Capricorn AG,"Bahnhofstrasse 31, 7130 Ilanz",https://www.local.ch/fr/d/ilanz/7130/veterinaire/tierarztpraxis-capricorn-ag-gu2eKTngLVZzwO-TDueFAQ,Vétérinaire
Tierarztpraxis Linth AG,"Etzelstrasse 7, 8856 Tuggen",https://www.local.ch/fr/d/tuggen/8856/veterinaire/tierarztpraxis-linth-ag-e-nakj2A4nXgAjEgzino8Q,Vétérinaire
Mobile Kleintierpraxis,"Innerdorfstrasse 16, 5314 Kleindöttingen",https://www.local.ch/fr/d/kleindoettingen/5314/veterinaire/mobile-kleintierpraxis-f6MzpKwDk8AgyWPEP7X15g,Vétérinaire
Kleintierpraxis Horw,"Gemeindehausplatz 12, 6048 Horw",https://www.local.ch/fr/d/horw/6048/veterinaire/kleintierpraxis-horw-1VBX85ESYo00s7FT8TaF2g,Vétérinaire
Tierarztpraxis Mettauertal,"Hauptstrasse 15, 5273 Oberhofen AG",https://www.local.ch/fr/d/oberhofen-ag/5273/veterinaire/tierarztpraxis-mettauertal-9g4QXRqAwZIsTwDGhF6Phw,Vétérinaire
Kleintierpraxis,"Sonnenstrasse 23A, 9220 Bischofszell",https://www.local.ch/fr/d/bischofszell/9220/veterinaire/kleintierpraxis-iYiIHCh9qkrELBL3llRItg,Vétérinaire
Tierarztpraxis Bader,"Förstlenweg 9, 4717 Mümliswil",https://www.local.ch/fr/d/muemliswil/4717/veterinaire/tierarztpraxis-bader-xtzyDOeEfEG4t3JJkZ9cHg,Vétérinaire
Pratique vétérinaire Champs Neufs,"Route de l'Aéroport 14, 1950 Sion",https://www.local.ch/fr/d/sion/1950/veterinaire/pratique-veterinaire-champs-neufs-9-_9S44AQiJIyCvNmEn2Ig,Vétérinaire
Gross- und Kleintierpraxis Lai GmbH,"Voa davos Lai 2, 7078 Lenzerheide/Lai",https://www.local.ch/fr/d/lenzerheidelai/7078/veterinaire/gross-und-kleintierpraxis-lai-gmbh-_qOt7yXs86EISHHphEZfYA,Vétérinaire
Kleintierpraxis 4 Pfoten GmbH,"Anglikerstrasse 89, 5612 Villmergen",https://www.local.ch/fr/d/villmergen/5612/veterinaire/kleintierpraxis-4-pfoten-gmbh-jWVTE_nSQx7klT-P626qDQ,Vétérinaire
Tierarztpraxis Hintze GmbH,"Im First 4, 5420 Ehrendingen",https://www.local.ch/fr/d/ehrendingen/5420/veterinaire/tierarztpraxis-hintze-gmbh-oR2WUOlQDcRjL8JpnT9CPw,Vétérinaire
Katuna Kleintierpraxis,"Funkstrasse 108, 3084 Wabern",https://www.local.ch/fr/d/wabern/3084/veterinaire/katuna-kleintierpraxis-GdqOqU62lJs3kA_7Yp55cg,Vétérinaire
Tierarztpraxis Aesch GmbH,"Aeschstrasse 12, 5430 Wettingen",https://www.local.ch/fr/d/wettingen/5430/veterinaire/tierarztpraxis-aesch-gmbh-zBg7R7IL1zAQI_GnIAcUQQ,Vétérinaire
Kleintierpraxis Schötz AG,"Schmiedgasse 10, 6247 Schötz",https://www.local.ch/fr/d/schoetz/6247/veterinaire/kleintierpraxis-schoetz-ag-CTuZvQPLD50Vp8avSbVw7A,Vétérinaire
Tierarztpraxis Moor AG,"Guldistudstrasse 65, 8632 Tann",https://www.local.ch/fr/d/tann/8632/veterinaire/tierarztpraxis-moor-ag-vvadE3zdnHrBX7hdudM2rw,Vétérinaire
